,ID,GROUP,CONDITION,Q1,Q2A,Q2B,Q2C,Q2D,Q2E,Q2F,Q2G,Q2H,Q2I,Q3A,Q3B,Q3C,Q3D,Q3E,Q3F,Q3G,Q3H,Q4A,Q4B,Q4C,Q4D,Q4E,Q4F,Q4G,Q4H,Q4I,Q4J,Q5A,Q5B,Q5C,Q5D,Q5E,Q5F,Q5G,Q5H,Q5I,Q5J,Q6A,Q6B,Q6C,Q6D,Q6E,Q6F,Q6G,Q6H,Q6I,Q6J,T2Q1,T2Q2A,T2Q2B,T2Q2C,T2Q2D,T2Q2E,T2Q2F,T2Q2G,T2Q2H,T2Q2I,T2Q3A,T2Q3B,T2Q3C,T2Q3D,T2Q3E,T2Q3F,T2Q3G,T2Q3H,T2Q4A,T2Q4B,T2Q4C,T2Q4D,T2Q4E,T2Q4F,T2Q4G,T2Q4H,T2Q4I,T2Q4J,T2Q5A,T2Q5B,T2Q5C,T2Q5D,T2Q5E,T2Q5F,T2Q5G,T2Q5H,T2Q5I,T2Q5J,T2Q6A,T2Q6B,T2Q6C,T2Q6D,T2Q6E,T2Q6F,T2Q6G,T2Q6H,T2Q6I,RACE,AGEBRACKET,EDUCATION,PARTYBEFORE,GENDER,AGE
392,392,26,1,3,0,10,5,10,10,5,77,10,77,10,10,10,10,0,0,0,10,10,10,77,10,10,5,10,10,10,77,77,77,10,10,10,10,10,10,10,10,77,10,10,5,77,77,10,10,0,10,6,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,"White, non-Hispanic",30-44,Some college,Independent,Female,42
393,393,11,1,4,7,8,5,7,7,5,9,10,1,10,5,7,7,4,0,0,77,77,8,77,7,7,3,5,3,77,0,3,2,77,7,8,77,77,3,77,5,5,4,7,7,3,5,4,7,4,5,5,0,10,7,5,6,5,9,7,1,10,9,10,6,1,0,0,7,6,0,0,10,10,0,4,3,0,0,0,1,8,8,10,5,9,3,10,10,8,5,9,9,7,9,10,5,1,"White, non-Hispanic",45-59,BA or above,Independent,Female,48
394,394,13,1,0,1,10,10,7,9,8,1,10,0,10,5,7,7,4,1,2,8,5,10,5,10,10,1,10,5,9,4,0,0,8,8,10,10,9,5,10,10,10,2,10,10,3,10,10,5,2,9,98,0,10,10,10,10,10,10,10,0,10,10,7,8,0,0,0,6,5,10,6,10,10,0,10,6,6,6,0,0,5,5,10,10,10,10,10,10,10,0,10,10,4,10,10,9,0,"White, non-Hispanic",60+,Some college,Democrat,Female,73
395,395,3,1,8,10,77,0,5,0,10,77,0,10,0,0,0,0,10,2,8,77,10,5,0,8,9,9,6,0,0,0,3,3,5,5,10,8,77,77,2,10,0,10,2,5,2,0,2,2,9,4,8,-8,9,1,9,9,9,9,1,10,1,1,1,0,8,1,8,1,3,5,2,9,9,9,3,77,1,0,1,1,9,9,9,9,9,5,9,10,5,8,2,7,9,2,9,2,9,Hispanic,30-44,Some college,Republican,Male,43
396,396,11,1,10,0,10,10,10,10,8,10,10,2,10,10,10,10,0,0,0,8,10,10,0,10,10,0,10,10,8,7,0,0,10,10,10,10,10,10,10,10,7,3,10,10,7,10,10,10,4,10,3,0,10,10,10,10,6,10,10,0,10,10,10,10,0,0,0,10,10,10,0,10,10,1,10,10,2,4,0,0,10,10,10,10,10,10,10,10,7,0,10,10,6,10,10,10,0,"White, non-Hispanic",30-44,BA or above,Independent,Male,38
397,397,15,1,5,7,5,8,2,2,5,5,8,8,5,5,5,5,8,5,5,2,5,5,5,5,8,5,10,10,8,8,5,3,10,10,10,10,10,10,10,77,5,5,5,5,5,5,7,5,5,5,6,4,6,7,4,2,10,0,7,8,7,5,5,5,7,2,5,5,5,5,3,5,10,0,7,9,7,5,5,9,9,10,10,10,10,8,10,9,5,5,5,8,5,5,7,5,5,"Black, non-Hispanic",45-59,BA or above,Democrat,Female,56
398,398,25,1,1,10,8,2,6,6,10,6,10,7,77,77,77,7,7,7,77,77,7,10,6,10,10,8,10,10,5,0,5,5,7,7,10,10,10,8,8,10,5,7,77,8,8,77,3,8,10,2,5,0,10,5,7,10,10,10,10,0,8,5,5,5,8,6,9,2,10,10,0,10,10,0,4,8,0,0,3,3,7,8,10,10,8,5,7,7,9,5,8,7,8,77,2,2,8,"White, non-Hispanic",30-44,Some college,Republican,Female,41
399,399,15,1,3,0,10,5,77,8,10,8,10,5,10,10,7,10,5,0,0,8,10,10,0,10,7,0,10,7,7,0,0,0,8,5,10,8,8,5,10,10,7,5,10,10,5,10,10,8,0,10,7,0,10,7,10,10,10,9,10,3,10,7,8,7,1,0,4,6,10,5,5,10,10,0,3,5,4,0,0,0,8,8,10,10,10,6,10,10,8,0,10,10,5,10,10,5,0,"White, non-Hispanic",60+,Some college,Democrat,Male,66
400,400,3,1,8,5,5,3,8,5,9,10,7,8,77,77,77,77,10,3,3,2,5,10,1,10,10,5,5,8,5,0,10,77,2,77,10,77,77,77,77,77,77,9,9,10,10,8,9,10,10,10,6,5,9,7,8,8,10,10,8,5,7,8,5,7,9,2,8,4,8,10,1,9,10,2,6,3,1,0,3,3,5,5,10,8,8,8,8,9,7,8,10,8,9,8,7,10,10,"White, non-Hispanic",45-59,BA or above,Republican,Male,58
401,401,25,1,3,9,8,10,3,2,10,10,7,5,7,7,5,7,3,7,77,5,77,9,5,5,10,0,10,10,7,0,5,10,5,8,10,7,10,5,5,3,3,3,77,7,7,7,7,7,7,7,3,3,8,10,6,3,9,0,10,0,8,3,5,7,3,0,7,3,10,8,3,8,10,0,3,5,3,1,3,8,10,10,6,2,8,98,10,6,8,5,7,9,2,9,7,10,8,"Black, non-Hispanic",30-44,Some college,Independent,Female,36
402,402,40,1,2,0,10,5,7,6,7,0,10,2,10,10,10,6,0,0,2,8,5,8,8,10,7,0,7,7,5,1,0,0,9,9,10,10,5,5,10,4,10,0,9,10,5,10,10,8,0,7,3,0,10,5,10,10,4,4,10,0,10,10,10,6,0,0,4,7,9,10,6,10,10,0,7,7,0,1,0,0,9,9,10,9,9,2,10,9,10,0,10,10,7,10,10,5,2,"White, non-Hispanic",18-29,BA or above,Independent,Male,27
403,403,36,1,4,10,0,0,2,2,10,0,0,10,0,0,0,0,10,8,8,0,3,0,10,0,5,10,0,0,5,0,10,4,0,0,5,0,2,0,5,10,0,10,0,0,5,0,0,0,8,0,5,10,7,1,3,0,10,0,0,10,0,0,0,0,10,7,7,0,0,0,10,0,5,10,0,0,3,0,10,5,0,0,7,0,5,0,8,10,0,8,0,2,5,0,0,5,10,"White, non-Hispanic",45-59,Some college,Independent,Male,46
404,404,25,1,5,5,7,5,7,7,77,7,9,5,8,8,5,6,5,3,3,5,5,7,4,5,5,2,0,6,4,1,0,0,6,7,10,6,6,5,7,7,5,0,5,6,5,5,9,5,4,5,3,0,10,8,10,10,8,10,10,0,10,8,9,8,5,0,6,5,8,5,5,5,10,2,2,5,1,0,77,1,10,10,10,10,10,5,10,10,10,0,5,9,5,10,9,5,3,"White, non-Hispanic",60+,Some college,Independent,Male,69
405,405,33,1,8,5,10,9,10,2,10,10,10,10,0,0,0,0,10,8,5,0,0,0,77,9,0,10,0,0,0,0,10,77,0,0,10,10,10,0,10,2,0,8,10,10,0,0,10,10,10,10,10,0,10,10,10,10,10,10,5,5,0,10,10,0,10,0,5,0,0,0,10,5,0,10,3,9,0,0,10,10,5,5,10,10,10,0,10,10,77,10,10,10,10,0,77,7,2,"White, non-Hispanic",60+,Some college,Independent,Female,66
406,406,6,1,5,10,10,1,0,0,10,5,0,10,0,0,3,0,10,6,5,0,3,0,10,10,77,6,0,2,5,0,10,5,2,0,10,10,10,5,10,5,5,5,4,10,10,0,4,0,10,0,8,7,10,5,5,5,10,5,2,10,0,0,10,5,8,5,6,0,10,5,0,9,7,4,0,5,9,0,8,10,0,4,10,10,10,10,10,9,5,8,2,10,8,0,4,5,77,"White, non-Hispanic",30-44,Some college,Republican,Male,43
407,407,26,1,3,3,5,7,5,4,5,10,7,8,8,8,7,8,5,2,3,2,3,3,5,7,9,9,5,8,8,6,5,5,6,5,9,8,8,5,7,5,6,5,77,6,6,77,5,4,5,5,3,5,10,3,8,9,5,10,10,0,0,10,5,0,0,0,0,2,2,0,0,0,9,0,0,3,0,0,8,10,5,8,10,5,4,3,10,10,8,2,2,4,7,7,10,5,5,"White, non-Hispanic",30-44,Some college,Independent,Female,40
408,408,29,1,7,0,10,10,10,10,5,10,10,0,10,10,10,10,4,0,0,8,77,10,0,8,10,0,10,10,5,5,0,0,10,10,10,10,10,8,10,10,10,0,0,9,3,10,8,8,1,10,8,0,10,10,10,10,5,10,10,0,10,10,10,10,3,0,0,8,8,5,5,7,10,0,6,10,5,5,0,0,10,10,10,10,10,5,10,10,10,0,3,10,7,10,10,8,2,"White, non-Hispanic",60+,BA or above,Democrat,Female,74
409,409,28,1,5,0,10,6,5,5,77,5,6,4,77,7,3,77,2,2,2,3,77,3,5,2,4,77,0,3,3,0,77,7,3,77,8,5,5,2,77,4,77,77,77,77,77,77,0,7,77,5,5,2,9,2,8,8,6,5,7,3,6,8,7,6,1,1,3,4,5,7,3,8,8,3,1,0,5,0,3,4,77,77,7,6,6,3,6,4,6,4,77,5,3,4,2,6,1,"White, non-Hispanic",18-29,Some college,Republican,Female,23
410,410,22,1,5,8,6,7,6,3,5,4,77,3,5,5,5,4,6,3,4,4,5,6,5,7,5,5,9,8,7,7,6,5,7,6,6,7,6,6,5,6,3,4,3,5,5,2,10,8,6,5,8,3,9,6,8,3,9,77,10,4,6,7,8,6,8,1,4,5,5,6,6,7,9,77,4,5,7,4,3,2,4,5,8,5,2,4,5,7,5,6,5,7,7,7,9,6,8,"White, non-Hispanic",30-44,Some college,Independent,Female,30
411,411,27,1,6,2,7,5,9,77,77,9,77,7,10,8,8,9,2,1,0,9,0,10,9,6,4,1,5,4,3,7,8,5,7,5,7,6,9,7,5,5,9,4,4,5,7,10,9,10,0,4,7,1,10,4,9,9,9,7,9,9,10,10,10,4,0,0,0,8,3,5,5,8,10,0,3,0,5,2,2,8,10,7,10,9,9,9,9,10,5,0,6,7,3,8,3,10,3,"Asian, non-Hispanic",18-29,BA or above,Independent,Male,25
412,412,17,1,3,5,8,5,0,5,10,10,5,10,5,5,5,5,10,0,5,3,10,10,5,10,10,5,5,5,0,0,0,0,5,5,10,5,8,0,10,10,8,5,5,10,5,10,10,5,5,5,5,5,10,0,5,7,10,10,10,5,10,10,10,5,5,0,5,5,10,5,10,10,10,0,2,2,0,0,0,0,10,10,10,0,5,0,10,10,10,5,5,10,5,10,10,5,5,"Black, non-Hispanic",60+,Some college,Democrat,Male,67
413,413,39,1,5,10,2,2,5,5,10,0,5,10,77,77,77,77,77,77,77,77,77,77,77,5,10,77,77,77,77,77,77,77,77,77,10,10,10,10,10,77,77,77,77,77,77,77,77,77,10,77,5,10,77,3,5,5,10,1,77,6,3,6,77,6,10,5,5,1,2,0,10,0,4,77,0,0,0,0,9,9,77,10,10,77,77,8,10,2,77,8,8,77,10,2,77,4,8,"White, non-Hispanic",45-59,Some college,Republican,Female,46
414,414,8,1,4,1,10,10,9,9,9,8,10,2,10,10,10,10,4,0,5,8,7,10,5,10,10,3,10,9,9,3,0,0,10,10,10,10,10,5,10,10,8,3,9,10,10,8,10,7,9,10,8,0,10,9,10,10,7,6,10,2,10,10,10,8,2,0,5,8,9,9,2,8,9,0,8,8,8,5,0,1,1,1,0,3,2,5,0,1,10,0,10,10,10,8,8,7,8,"White, non-Hispanic",60+,BA or above,Independent,Male,75
415,415,16,1,3,0,10,10,7,10,5,6,10,0,10,10,10,8,0,0,98,8,5,10,0,10,8,0,10,10,10,7,0,0,8,8,10,10,10,10,10,10,10,0,8,10,0,10,10,7,0,10,98,0,10,10,9,9,5,10,10,0,10,10,10,9,0,0,0,10,8,6,0,10,10,0,8,8,5,5,0,0,10,10,10,10,10,10,10,10,10,0,9,10,1,10,9,9,0,"White, non-Hispanic",60+,BA or above,Democrat,Male,71
416,416,6,1,0,0,10,10,8,10,0,2,10,0,10,10,10,10,0,0,0,10,10,10,0,10,8,0,8,10,7,7,8,2,10,10,10,8,8,10,10,10,0,0,0,0,0,10,10,5,0,5,2,0,10,10,10,10,0,10,10,0,8,10,10,10,0,0,0,10,5,9,1,10,10,0,7,10,9,7,3,3,10,10,10,10,10,10,10,10,77,5,0,3,0,10,10,5,0,Hispanic,18-29,Some college,Independent,Male,25
417,417,10,1,0,3,77,9,6,77,77,7,10,6,10,10,77,9,8,7,77,0,77,9,10,10,6,3,4,7,77,0,0,0,10,10,8,8,7,9,7,77,7,77,5,7,2,10,9,10,10,9,6,1,10,3,0,10,9,0,10,2,10,8,7,5,8,5,8,3,5,10,8,77,10,7,4,5,3,0,3,6,8,6,9,8,8,5,4,1,10,5,4,10,0,10,9,9,10,"Black, non-Hispanic",18-29,HS graduate or equivalent,Democrat,Male,21
418,418,13,1,3,0,9,8,5,10,6,10,10,3,10,9,10,5,5,0,3,5,8,10,0,9,10,0,10,10,7,0,0,0,10,10,10,7,8,5,10,10,10,4,10,10,6,10,10,9,5,8,8,5,10,10,10,10,7,10,10,3,10,8,10,7,7,0,0,6,10,10,8,10,10,0,6,2,0,0,0,0,8,8,10,8,10,8,10,10,10,3,10,10,6,10,10,6,0,Hispanic,60+,BA or above,Democrat,Male,70
419,419,26,1,4,8,77,5,10,10,10,77,10,5,10,10,10,10,6,7,2,10,4,10,10,8,10,10,7,10,5,7,1,0,10,10,10,9,10,10,5,8,77,77,5,6,5,77,7,10,1,6,5,77,4,8,9,8,77,5,10,1,5,77,5,6,3,77,0,10,77,6,77,77,77,6,4,2,77,77,77,77,77,77,10,77,5,5,10,10,77,77,77,77,2,5,77,9,0,"Asian, non-Hispanic",18-29,Some college,Independent,Female,22
420,420,17,1,3,1,7,8,7,77,77,8,10,0,8,10,5,9,1,0,0,8,7,9,77,8,77,77,8,10,10,8,0,5,5,5,10,8,8,10,7,5,5,5,5,5,5,77,9,8,77,77,4,1,10,5,8,6,5,77,9,1,8,8,8,8,2,1,1,7,4,8,5,10,8,3,7,8,8,6,3,77,8,8,10,8,8,7,10,8,8,6,77,8,7,77,8,10,5,"Black, non-Hispanic",18-29,Some college,Democrat,Female,23
421,421,26,1,3,77,9,10,77,77,77,77,10,77,10,10,10,10,2,0,3,7,2,7,0,10,9,0,2,3,9,10,0,0,8,8,10,5,7,77,10,5,9,6,9,9,9,10,10,6,2,8,6,77,10,7,6,5,9,9,9,1,7,7,9,6,0,0,0,4,3,3,2,8,8,2,2,2,5,10,0,0,7,6,10,9,9,9,10,5,9,7,7,8,8,9,5,7,5,"Asian, non-Hispanic",18-29,HS graduate or equivalent,Democrat,Male,22
422,422,35,1,7,10,0,4,7,8,10,5,77,10,4,1,6,8,10,9,9,0,8,1,7,10,6,4,4,0,3,0,2,5,1,5,8,0,0,0,10,10,8,7,7,3,5,77,5,0,8,7,7,3,8,2,9,9,10,8,9,1,10,1,9,1,9,2,9,3,9,7,3,9,1,0,8,0,0,0,1,0,1,2,8,0,0,1,10,10,10,2,6,9,7,10,4,0,2,"White, non-Hispanic",60+,Some college,Republican,Male,65
423,423,16,1,3,0,10,8,8,8,77,7,10,2,10,10,10,10,2,0,0,10,77,10,77,10,8,77,10,10,10,77,0,0,5,7,10,7,10,5,7,10,77,7,7,10,2,10,10,10,3,7,6,2,10,6,8,8,5,10,10,0,10,10,10,8,2,0,0,8,8,1,1,7,8,1,6,8,4,2,1,3,6,7,10,8,8,2,10,10,10,2,8,10,3,10,10,8,3,"White, non-Hispanic",30-44,Some college,Democrat,Male,32
424,424,14,1,7,5,8,5,5,5,8,5,5,8,0,1,5,0,5,5,5,0,0,0,10,0,0,10,0,0,0,0,10,5,0,0,8,5,0,0,5,5,77,5,5,5,8,5,5,8,10,10,8,2,9,5,9,5,9,5,5,2,0,8,8,0,5,5,7,0,1,2,9,3,5,7,0,0,0,0,10,8,77,77,8,77,5,0,9,5,8,5,5,8,8,7,7,7,8,"White, non-Hispanic",45-59,BA or above,Republican,Female,51
425,425,19,1,7,4,8,5,7,6,9,8,10,6,10,10,10,7,1,0,1,5,77,10,3,10,10,0,7,7,0,0,1,3,8,10,8,6,77,5,7,10,77,7,10,10,6,77,7,7,3,2,7,5,8,5,9,9,10,7,10,1,7,6,9,6,2,0,6,1,7,10,10,10,5,2,0,0,0,0,0,6,7,8,10,6,7,3,8,10,7,7,10,10,7,10,3,7,1,"White, non-Hispanic",18-29,Some college,Democrat,Male,23
426,426,32,1,7,5,7,3,7,3,5,10,4,9,7,7,5,6,5,5,5,7,5,7,5,9,7,8,10,10,5,9,1,1,3,7,9,8,9,7,4,9,3,0,9,7,9,5,10,7,7,3,9,6,7,5,7,7,8,7,10,9,8,5,2,6,3,2,1,3,0,9,6,10,77,5,5,6,9,6,3,2,8,8,10,8,8,5,8,10,3,0,8,2,8,5,8,8,6,"Black, non-Hispanic",45-59,Some college,Democrat,Male,58
427,427,15,1,5,5,5,5,9,9,10,10,10,0,10,9,9,5,5,1,1,2,5,10,0,5,9,0,5,1,1,0,0,0,9,9,10,8,2,2,10,9,9,1,9,9,9,10,5,9,5,8,6,0,10,10,10,10,10,10,10,0,10,5,8,5,1,0,8,1,3,0,0,5,8,0,8,6,0,0,0,0,10,10,10,10,10,5,10,10,10,0,8,10,10,10,8,5,1,"White, non-Hispanic",60+,BA or above,Independent,Male,72
428,428,6,1,6,77,9,5,8,5,7,8,8,77,77,77,77,0,5,1,0,1,77,3,4,5,8,7,8,0,0,0,10,5,77,0,9,0,7,3,77,8,5,8,8,9,5,0,7,8,7,5,8,5,8,2,7,7,8,6,7,4,5,5,8,3,5,0,0,2,2,8,0,8,6,0,7,3,0,0,2,7,3,7,10,9,9,1,10,7,8,8,2,7,2,0,1,5,5,"White, non-Hispanic",60+,BA or above,Republican,Female,63
429,429,10,1,3,2,10,10,10,10,77,4,10,0,10,10,10,10,7,0,4,10,10,10,0,10,8,7,10,7,9,0,2,0,6,7,10,6,4,8,9,10,10,0,8,10,9,10,10,10,6,10,7,0,9,10,10,10,0,7,10,0,10,10,10,3,5,0,5,10,10,7,0,10,10,2,2,4,1,0,0,2,10,10,10,10,10,10,10,7,10,0,4,10,8,10,10,7,0,"White, non-Hispanic",60+,Some college,Independent,Male,73
430,430,18,1,9,0,10,5,3,10,5,9,10,0,10,3,10,10,10,9,8,6,0,9,8,10,10,10,10,10,10,10,0,0,10,10,10,10,10,10,10,10,3,9,8,3,0,0,10,10,10,10,8,4,10,10,10,10,0,10,10,0,0,10,8,10,10,0,3,10,10,10,10,10,10,0,4,10,0,10,0,0,8,9,10,10,10,10,10,10,9,0,8,77,10,10,10,0,0,"Black, non-Hispanic",18-29,BA or above,Democrat,Female,26
431,431,2,1,5,0,10,10,10,10,5,10,10,0,10,10,10,10,0,0,0,10,10,10,5,10,10,0,10,10,10,10,0,0,10,10,10,5,10,10,10,10,5,5,10,10,5,10,5,10,0,10,8,1,10,10,10,10,0,7,10,0,10,10,10,10,0,0,0,6,6,7,0,7,9,0,7,8,1,1,8,10,10,10,10,5,6,5,10,10,10,2,10,10,5,10,5,10,6,"Black, non-Hispanic",18-29,Some college,Democrat,Male,22
432,432,13,1,5,10,5,5,77,0,10,5,0,10,77,77,5,5,5,5,77,5,77,77,0,10,10,3,10,10,77,77,10,5,10,5,10,10,10,5,10,10,0,8,5,5,5,77,0,9,3,5,7,5,6,7,8,10,10,10,6,10,77,0,5,6,77,7,77,0,10,10,0,8,10,0,7,7,0,10,5,5,10,10,10,10,10,5,10,9,5,7,10,10,77,5,3,6,0,"White, non-Hispanic",45-59,Some college,Republican,Female,53
433,433,38,1,3,7,5,5,5,5,10,7,10,10,5,2,5,77,10,5,77,3,10,10,0,10,10,77,10,10,10,10,10,0,0,0,10,5,10,77,77,77,77,10,7,5,5,8,3,5,3,77,4,5,8,0,7,4,10,6,9,10,8,3,7,4,5,0,6,2,8,10,0,5,7,0,0,10,9,0,10,4,0,8,8,0,10,7,10,10,7,5,6,8,4,9,4,9,1,"White, non-Hispanic",30-44,BA or above,Independent,Female,40
434,434,15,1,5,3,0,1,7,9,9,0,0,10,10,77,5,77,5,2,77,6,10,6,10,6,5,0,3,3,5,0,10,8,1,0,10,2,5,77,77,10,77,5,77,2,1,77,2,5,1,2,8,10,10,0,7,8,10,5,5,10,10,10,4,4,0,0,0,3,0,0,10,0,0,0,2,0,0,0,6,3,1,0,10,7,5,10,10,9,7,1,5,10,0,8,10,3,0,"White, non-Hispanic",30-44,Some college,Republican,Male,35
435,435,31,1,5,10,2,4,3,2,10,5,4,8,0,0,0,0,8,8,8,0,5,4,6,7,6,5,0,2,0,0,5,5,5,5,8,6,8,77,10,8,77,5,5,6,6,2,3,4,5,4,6,2,3,5,5,4,10,3,6,2,2,2,0,0,8,9,9,6,7,7,3,7,9,1,0,0,0,0,3,3,8,8,10,8,9,2,10,1,7,7,7,5,6,5,7,5,5,"White, non-Hispanic",45-59,Some college,Republican,Female,58
436,436,19,1,2,3,9,10,10,10,5,0,10,0,10,10,10,10,8,2,2,8,8,10,0,10,10,0,10,10,10,10,0,0,10,10,10,10,8,10,10,10,77,2,10,10,77,9,10,10,5,10,8,0,10,10,9,10,8,1,10,0,10,10,10,10,3,0,2,8,10,10,1,10,9,0,10,10,9,10,0,0,10,10,10,10,10,10,10,10,10,0,10,10,6,10,10,10,2,Hispanic,45-59,BA or above,Democrat,Female,57
437,437,6,1,4,10,5,4,6,6,5,6,3,6,10,10,10,10,0,0,10,5,10,5,4,10,5,0,5,6,4,2,4,5,5,5,6,6,10,5,6,10,5,4,10,9,9,10,8,10,3,6,6,5,4,3,6,5,8,8,6,4,8,8,7,7,0,0,0,2,7,5,5,7,5,3,5,4,4,3,5,5,4,5,7,8,8,5,10,6,4,2,6,8,2,3,4,6,4,"Black, non-Hispanic",18-29,HS graduate or equivalent,Democrat,Female,21
438,438,30,1,4,3,10,3,10,7,10,77,8,3,6,10,5,6,4,0,2,5,0,0,10,7,3,10,3,7,5,2,3,7,5,5,10,8,8,2,10,8,0,10,5,10,10,0,10,10,8,7,6,1,10,9,10,8,10,10,10,0,10,10,7,7,1,2,8,10,2,2,4,10,4,3,5,7,0,0,0,2,1,2,10,6,10,0,10,9,7,10,10,10,10,2,10,10,1,"White, non-Hispanic",30-44,BA or above,Republican,Male,33
439,439,23,1,5,8,5,1,5,3,77,77,77,10,0,1,77,77,77,77,77,77,77,5,77,10,8,5,0,0,2,0,9,0,5,5,10,10,10,2,3,8,5,8,77,77,77,77,77,77,7,5,5,2,9,9,9,7,10,2,9,8,9,9,9,9,3,2,7,7,8,9,3,9,9,3,0,3,2,2,2,3,5,8,10,9,9,7,9,6,8,3,7,9,7,8,2,3,2,"White, non-Hispanic",30-44,BA or above,Republican,Female,40
440,440,31,1,8,10,2,8,2,1,10,3,0,10,6,5,7,6,6,3,4,5,7,5,10,5,3,5,2,0,0,0,5,5,0,1,6,0,5,3,10,6,5,10,5,8,8,5,5,7,8,5,6,5,6,3,5,2,10,9,2,4,77,77,77,77,5,0,5,2,3,0,7,0,8,3,77,0,0,0,7,9,3,4,5,4,6,2,9,7,77,7,7,7,77,77,6,5,77,"White, non-Hispanic",60+,Some college,Republican,Female,68
441,441,39,1,6,9,9,6,8,8,9,10,6,10,2,1,0,1,6,6,6,2,0,6,8,7,6,4,2,2,0,0,4,1,2,2,4,6,8,4,10,10,4,4,6,8,4,1,4,5,6,6,8,5,5,7,8,8,9,9,7,5,2,2,8,1,8,8,7,5,8,2,9,6,8,7,4,6,4,5,4,5,6,7,9,10,6,5,10,7,4,4,7,8,6,1,1,2,5,"White, non-Hispanic",60+,BA or above,Independent,Male,69
442,442,13,1,2,6,4,2,5,3,10,8,2,10,2,2,2,0,9,5,5,0,98,0,10,8,7,9,3,0,0,0,10,2,2,2,10,0,5,0,2,10,0,9,9,9,77,0,2,5,7,3,5,3,10,2,5,8,10,10,10,3,3,3,8,0,8,5,8,0,3,7,9,8,10,0,1,2,0,0,2,2,6,2,9,5,9,0,10,8,9,9,9,10,5,8,9,5,5,"White, non-Hispanic",60+,BA or above,Republican,Female,63
443,443,4,1,5,77,10,77,10,10,3,5,10,0,6,7,7,6,77,4,77,77,5,5,5,7,6,2,5,5,4,4,0,0,6,8,10,77,77,10,77,6,77,77,77,4,77,77,6,8,4,5,7,2,10,6,9,9,9,0,10,0,9,10,10,2,2,0,0,0,9,8,2,10,9,0,5,5,2,0,0,0,8,9,10,10,10,2,8,8,10,1,5,9,5,10,10,7,0,Hispanic,18-29,BA or above,Democrat,Female,25
444,444,18,1,0,0,8,7,5,5,77,77,7,0,77,77,6,7,77,0,77,77,77,10,77,10,10,5,6,10,10,5,10,5,10,10,10,5,3,6,0,10,77,77,77,5,77,77,10,9,9,10,7,0,10,10,5,8,9,77,6,0,5,5,7,10,4,0,5,6,0,0,77,10,10,8,6,10,6,8,6,0,10,10,10,5,5,10,7,10,7,77,77,10,8,77,10,7,5,"Black, non-Hispanic",45-59,HS graduate or equivalent,Democrat,Female,53
445,445,34,1,4,4,10,9,7,8,5,0,10,0,8,10,6,7,98,7,7,10,7,10,8,10,10,10,10,7,7,6,0,8,4,7,5,7,8,7,7,7,5,5,5,5,5,7,10,8,0,10,98,2,10,5,10,10,7,0,10,0,9,10,7,7,5,0,0,10,5,10,3,7,10,0,5,10,1,5,0,1,7,9,10,10,10,10,10,10,10,5,7,8,8,5,5,6,6,Hispanic,30-44,BA or above,Democrat,Male,41
446,446,1,1,0,6,10,10,7,7,10,8,10,2,10,10,10,10,0,0,0,10,0,10,9,10,10,0,10,10,10,10,0,0,10,10,10,10,10,6,9,10,10,1,10,10,5,9,10,10,7,10,6,5,10,10,5,5,10,10,10,2,10,10,10,10,0,0,6,4,5,10,77,10,10,0,9,10,1,0,0,0,8,10,10,5,10,98,10,10,9,1,10,10,10,10,10,8,1,"White, non-Hispanic",45-59,BA or above,Democrat,Female,48
447,447,18,1,3,10,10,7,6,5,10,6,2,10,0,0,8,0,10,7,7,1,5,6,1,8,0,5,0,3,1,0,77,5,7,3,9,5,5,2,10,10,2,8,5,4,5,0,5,1,3,5,7,7,9,8,6,2,10,4,6,9,0,0,7,0,10,6,7,0,3,1,5,10,2,1,1,3,0,0,5,5,5,1,10,5,7,1,10,10,0,10,6,4,8,0,5,2,3,"White, non-Hispanic",60+,Some college,Independent,Male,70
448,448,2,1,3,0,10,10,10,10,5,6,10,3,10,10,10,10,0,0,0,10,10,10,0,10,10,0,10,7,8,7,0,0,6,6,10,10,10,10,10,6,77,0,10,10,5,10,10,10,6,10,6,0,10,10,10,10,8,7,10,2,10,10,10,10,0,0,0,10,10,7,0,10,10,0,4,6,10,3,0,0,8,8,10,10,10,10,10,10,10,0,10,10,7,10,10,10,10,"Asian, non-Hispanic",18-29,BA or above,Democrat,Male,23
449,449,17,1,4,5,10,10,10,10,10,5,10,0,77,77,5,10,10,0,77,10,10,98,98,10,10,0,10,10,10,0,10,5,10,10,10,5,10,10,10,10,10,10,10,10,10,5,10,10,10,10,98,10,10,10,10,10,5,0,10,5,5,10,5,5,5,0,0,5,5,10,10,10,10,5,5,5,0,0,5,5,10,10,10,5,5,5,5,5,5,10,10,5,10,5,10,10,0,Hispanic,30-44,Some college,Independent,Male,38
450,450,40,1,4,1,7,9,10,10,6,6,10,2,5,5,9,77,3,2,6,4,7,7,77,10,9,4,3,7,77,77,1,5,10,10,6,3,10,8,9,9,77,2,8,10,77,8,10,9,2,10,4,1,8,2,9,8,77,77,7,2,10,10,10,7,2,0,7,6,6,9,2,10,10,4,77,7,1,1,1,4,6,6,8,6,77,77,77,7,9,1,8,9,3,10,7,8,1,"Asian, non-Hispanic",18-29,Some college,Democrat,Male,21
